256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
